conformation_lmdb_key,source_lmdb_key,pdb_id,sequence_length,sequence_sha256,n_conformations,source_disorder_source,source_is_idp,source_disorder_fraction,evidence_tier,exact_disprot_sequence_match,disprot_ids,disprot_accessions,disorder_residues,disorder_fraction,longest_disorder_region,disorder_region_count
00000654,00000654,Q9Y277,283,ec897c77a3a46b9ca2108bd977ee661e6e27a0a480798a07033c0e3cb604dfb4,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000655,00000655,A0A504X6A3,283,618fb12f548f89be69f4f519d3b18fc0c81b8e51400e9e537d6927772c9b7648,5,ebi_mobidb_lite,True,0.07067137956619263,experimentally_curated_contains_idr,True,DP03774,A0A504X6A3,54,0.19081272084805653,54,1
00000656,00000656,Q99943,283,48119b0974761852494ffbbaea81c7e83a19ea80755d9a0363c8af513fd37508,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000657,00000657,Q6UX98,284,80ccd1e20baf08205626d15d66b2ea621853227b4672d12fd8476590bb5540a3,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000658,00000658,B7T1D7,285,de5eb25414747d20d2e47eb91eff3698d5c61f9f082af0faed25c16dec18cae0,5,ebi_mobidb_lite,True,0.12631578743457794,experimentally_curated_contains_idr,True,DP01093,B7T1D7,46,0.16140350877192983,35,2
00000659,00000659,A0A504Y5E1,285,973e88945e5af11c1a8ea628d4973885c1abe2cdc9be24a2a08bfb27ccb94a24,5,ebi_mobidb_lite,True,0.10175438225269318,experimentally_curated_short_disorder,True,DP03776,A0A504Y5E1,12,0.042105263157894736,12,1
00000660,00000660,P49675,285,e6ad5edf6b7fa9360443c71899e8e7f49dd10992436dfcc7d15cdbc660c8466c,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000661,00000661,Q96Q83,286,c6cad75ff6dfb44e9e6f239a24b1ff1ff9c9ea1281abe842ffd630e5bd38d106,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000662,00000662,O75323,286,649c935f02e49c0b2006e7e4674385c96d3a3027eca17cf5fc4b4cf82297a691,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000663,00000663,Q9UBY8,286,6cc92b5e962fc8d1c79732dd8761352b89fc5666120002fee0342f2ece2584ca,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000664,00000664,P52907,286,1b711a8aab5cbbc04ab25e586088115f3fa988a58240ead3750b22c672d9d6c2,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000665,00000665,Q6IPU0,288,e5dcd8a71dfd986521aaad404ffd2d05f127facd250f1d82e7bf9948895d7865,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000666,00000666,Q16623,288,bde2e767225f4c878b3fa427122569686f347b5431fc9409af2582d6b782279f,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000667,00000667,Q9H765,288,7f4164d7aabc012e7f0bd0a45cabf8f5b42c84004379dbfaec7b2a2ffec727ef,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000668,00000668,O14732,288,9dae2591785e65062923179f55164913fc82f4958ea9178294754bb227d1b4a5,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000669,00000669,Q96MP8,289,6bee991fcccf9df92a3c028425e6677360feee60fb2c601dd9db180d14a188ff,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000670,00000670,P57076,290,aee4d2e0ce75cb31fe0f7d6b3f3b61e9548389c42ec881986b9e67b8b4f879a7,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000671,00000671,Q9NZQ7,290,b1b17c7fca3cbab15bc66b90bd4c07f73617cb5a03db105b0a38084fe7bca48b,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000672,00000672,Q01105,290,f37dbe6a030c88d5e01b7cc9c77e2fc97448ed5100626ab31926f131de851ea0,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000673,00000673,P35219,290,5689ac6656e58847bfbaa1e8d32d200a462ebee9a87ddbfea1a4c011b50986a5,5,folded,,0.0,experimentally_curated_contains_idr,True,DP04094,P35219,22,0.07586206896551724,22,1
00000674,00000674,P11245,290,15418989336bcbfc72019595c85007b14290b26a03909460b7ec014e93494f5b,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000675,00000675,Q8WZ04,291,c961d3ac0188b05d31035d094f988f0d6e3de95c9c15b9ac01ddfb9c7595c83f,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000676,00000676,Q00535,292,eaac9e9e767af863f147d3e73bfc2fa6441dcd6fa09f4a35d72f78f9a9973f5a,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000677,00000677,Q99614,292,9182c633d018eb9bc78fdfa96a446795666ee1005dc001cdf8ce24d18d0df7cb,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000678,00000678,Q9H8T0,292,a0e3a5494895d83023fe943511d1395b071fe3276ee3866266fc604a242b270e,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000679,00000679,B5TV91,292,7b33036cf96cd12721dc64729e7867a858e0d8c9b10cdc0e1d879851938c5998,5,af2_plddt_fallback,True,1.0,experimentally_curated_contains_idr,True,DP03782,B5TV91,58,0.19863013698630136,41,2
00000680,00000680,Q9H3H3,292,7ad87ada039b55c7ffd5b99e7ea595b792cf1246d2dfbea4cb0325fb9a0cf439,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000681,00000681,Q13868,293,1b8c973269fe8390dab02d21b2aff7e0cdeea6ad06050c80b5bf8b534562aba7,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000682,00000682,Q15800,293,96a405d8ba5148e631e426df7d6fceb1e9f2b9a21e240fd082007422b3a2699e,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000683,00000683,Q9P0K9,293,e6d2ace77ddd5870f07a5ec9f7d510e7c265d2cfd4d4e962a4e7adf5cfc0c624,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000684,00000684,Q9P0N9,293,7c2072ea400f202e8739881a232a7705d67fce68de8cfaefb546ed4d36ca6719,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000685,00000685,Q96E22,293,8435b2ce0fea1d1e2fa89b7602345684fb33b2eff2961e344e6d28291a2e8f7c,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000686,00000686,Q96ES7,293,03a3485187fe9799a950a5af209201b9cdf4233f18560113263ef3c877ae2e63,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000687,00000687,Q8WU03,294,38b63b6b17fb5f2ba7ec4bc29fbbe405d4b3d7336dc4d7beb937db2f288a6b8c,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000688,00000688,P06748,294,5e7fe8420d821b439b7c0323e70a046980c0264ac0b57440fdc6e6b8d8f969db,5,ebi_mobidb_lite,True,0.4353741407394409,experimentally_curated_partially_disordered,True,DP01474,P06748,141,0.47959183673469385,125,3
00000689,00000689,A0R1T8,294,9634365944c1df2665656b91f5b703bf922ac5d75bdc566c7fa6c7f7ec1ad8f1,5,af2_plddt_fallback,True,1.0,experimentally_curated_fully_disordered,True,DP02502,A0R1T8,238,0.8095238095238095,238,2
00000690,00000690,Q8N4C7,294,8a8ac8343c561528d92cb6544657a04faed2113b106ac003258b8083ef944120,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000691,00000691,P45880,294,3e534c2af9e7fc7d07d33114592fafe9dbb52639cddfaa2141f987eaa181a4de,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000692,00000692,Q5VT99,294,9e7cdd0793fc19e3e43f6d3dfda6770a6c0f9f674c0f4d50a00299093f639c95,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000693,00000693,O95858,294,ad3aab70a140d4c48bba48c5aed473deecfc38b2b35c06e530a3473d2395b9b9,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000694,00000694,A0A8I5KQE6,295,6d79a57c4b0c7d97d10282f54866f6345427fd8494931d18976c1b3e95862dd6,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000695,00000695,P24385,295,e4d347c11b0569608066e36f7f033d7acab8e314176cf69b48c011a7eb55c432,5,folded,False,0.0,experimentally_curated_contains_idr,True,DP02226,P24385,64,0.21694915254237288,40,2
00000696,00000696,Q96M98,296,e8b68ff96e69118bab597bea43e2bbdb8de21d75795cce76f9421cf9765ef0db,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000697,00000697,Q9Y320,296,38e236bf5caf10993d0981acd8cdb6354424d4a02373c43d34771e9eab7aa0b2,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000698,00000698,O43704,296,0a257f68bc492a367e44722dec271879908367fd330b135aab564bd3d5f3809c,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000699,00000699,Q15274,297,3a828e8d995484529b4edd4cc03b3873eaf0381f1bfb8b28ab24de3e9ff279bf,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000700,00000700,Q9BSH4,297,57a176b7d7e4dbc38cee984aa6939488a71c6877a4f2be4cb056454e9d3dc5ed,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000701,00000701,Q9Y316,297,1a91bf6ee41b1f925b5092fcc98dcd6cef694ea4e78c72b8b8698f6fa4eed1c0,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000702,00000702,P06493,297,1abdf9f5fe8a5ce4b11f9b7b9cbbd0bc1697da6c82615add5f03f1f0cb3a0cbf,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000703,00000703,O00560,298,7c92ead486fa668a2125ee9ab984cd55e6b8f21e2314c54ad4982a3855d57514,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000704,00000704,Q6ZSA7,298,63f18725317c8aff404021ef8f5f0552c3befae4af0bdb72eec37f712fc478d7,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000705,00000705,Q9NWX6,298,d5c903bd0bc94e140fc5ac3514c6ba755efb426024ec00e29718cce6fd21e359,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000706,00000706,P29372,298,5458b85388810180b89d4537bcb7c49bb945ba0531e69b178728ace9e87f57cb,5,folded,,0.0,experimentally_curated_short_disorder,True,DP04189,P29372,22,0.0738255033557047,11,2
00000707,00000707,Q9H115,298,d070de641b3ea029c9c5838ed0ae786cb7217eb434903b108d369eaccead5db8,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000708,00000708,A4D161,298,faafe209a438c9056372dcfd07eddeb72d5b2d28b5c7e8ad2038f013a49a0c15,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000709,00000709,P24941,298,fe22d91e18cd544a85d7c768cd864172200252df906b774d890dc103224f7c8d,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000710,00000710,A6NI73,299,d11569df6571422144683312aefe7bb2e681c80224068bd2abc053f694316de6,5,af2_plddt_fallback,True,1.0,experimentally_curated_short_disorder,True,DP02812,A6NI73,11,0.03678929765886288,11,2
00000711,00000711,O75792,299,99d4cd4fae01d8c628c9123b9c25eb38df1b47474554f492f7bcf688dcd42e7b,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000712,00000712,Q9NYP7,299,183d566413dfab35b3043235bb0731023bfe650b8a9034effda7a6edd7137067,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000713,00000713,Q9BQT8,299,c0015db19709133b4b8ab1e5064ef58c474a7bd91fd4a59ffe0f5370a95b74d1,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000714,00000714,Q96KX2,299,5c249ce6ae9e16aa7e49d8c031cf025cef806599579689851e7ee37643dc5802,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000715,00000715,O95749,300,a781384b86d075b3d6df6ab468d56e1510092bffda62da16402b5a916f50e611,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000716,00000716,Q15526,300,6adcb029583b04642759dbaaed50c57dee7a6771a45b8d5504256f08f4e4541b,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000717,00000717,Q7Z5P4,300,39f29258c000f88424815f1603840a4f6d799cf23f10b33b2c2704e0db2da22c,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000718,00000718,O15144,300,e161ac1908a7283d6cbd2c7ab02e5a19be5928e6107f79f5377cd799e339df5b,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000719,00000719,A0A504XZ90,301,a10c3032379d6787d652f6dc6c943940b435411154b6975b1b27ce0d2ae8e5be,5,af2_plddt_fallback,True,1.0,experimentally_curated_contains_idr,True,DP03901,A0A504XZ90,83,0.2757475083056478,54,2
00000720,00000720,A4IDD6,302,5c0c2ed08e017f50cc9b4844e28b2a860ffe94baa66388fba6224261ffb1e5dd,5,af2_plddt_fallback,True,1.0,experimentally_curated_partially_disordered,True,DP03768,A4IDD6,99,0.32781456953642385,99,2
00000721,00000721,Q9BU89,302,bf8bbd79c446b44461bc669656574099da34f247fbf9e7c63b9b387b6cd40ebe,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000722,00000722,Q8TDX7,302,2e6f3ed3b378b148a23e802d62446792d7f747bb6bd6c80bab002c72385a2f2c,5,folded,,0.0,experimentally_curated_short_disorder,True,DP04284,Q8TDX7,33,0.10927152317880795,19,2
00000723,00000723,Q9NXW9,302,162facd1728468c9ec341ffe41db6afa2393ef7f09e1eecd916184ee1279eb0d,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000724,00000724,P49184,302,4806c7ee63ede277a711b975e7f943ea7eda21c9f1b4f673d43baa91d928766e,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000725,00000725,O75144,302,0ca51f904c28299d8ed0b0dc85edc28e9f28df28a7968477d36f062d257722e0,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000726,00000726,P09486,303,83e4903637013a7105117caf22702db6d97a4decd94ca79cf33a334310086771,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000727,00000727,Q9UNE7,303,08ae15df83f50af69ddd2a34f91d5f1af221e9b0d1b005498d5c3497460e0a89,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000728,00000728,P55210,303,46ebb6eccca9a8211ae63f0d5f0ce96b03eddc4e5eb65417010464d85df17516,5,folded,,0.0,experimentally_curated_short_disorder,True,DP03203,P55210,15,0.04950495049504951,15,3
00000729,00000729,Q8NI37,304,c488d59fba6f7bb7a11092f08cd954fedb709e876b949e4f0741f24525d8c130,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000730,00000730,Q14954,304,899ac0f42f6b2ea36b20430704b123925f6bdde4f56a96926bd9ec4e9880dc8c,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000731,00000731,P02686,304,1e8b7f9a27f0abba452aed79534fcaad935447ffeae82e927bfabbe924fe28dd,5,ebi_mobidb_lite,True,0.7105262875556946,experimentally_curated_partially_disordered,True,DP00236,P02686,171,0.5625,171,3
00000732,00000732,O75716,305,e380a75240bc356ebcde60511a29e9f42947666667590c1b418082d1761077ad,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000733,00000733,Q13151,305,38825c83431b9219fba501c0ea1cc227dd75c42fe5045c68100ec949ba92dba4,5,ebi_mobidb_lite,True,0.2786885201931,prediction_only_disorder,False,,,0,0.0,0,0
00000734,00000734,Q7Z602,305,d6d7a3320e8bedf2835852becb40ce653e6e4d5adbe45f54c668e1c1a7388f40,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000735,00000735,Q14232,305,ee5f48c4b5b6fa7107b4ac819c69e21a4026742f03ef0eb20b847159006445fc,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000736,00000736,P50897,306,67e01d343c9774dfc28337848e3d87fd0af251abe96cb49af1d6e983608068c6,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000737,00000737,P07910,306,d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,5,ebi_mobidb_lite,True,0.45098039507865906,prediction_only_disorder,False,,,0,0.0,0,0
00000738,00000738,Q9BRJ2,306,e8127963f8d3a2196c9b6aa96866c2cf3d4d44932056ed516fb095449526fe05,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000739,00000739,P60510,307,867d3de6801d403af56feb2682dff48a0f6a7ccc49d026953d1580ed69016b46,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000740,00000740,P25874,307,52739fcf4ab217864413b4ef05a61a86f07f93fcf59374bf36de150b3759ad1e,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000741,00000741,Q9NZ01,308,72766e906d5b31bac3a3fc146b8add7bde20f2afe0699b795318552c38605588,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000742,00000742,P62714,309,2c059b5d887c76e8b9c0a49db785f10d0f81564a5167f42ec47ddc8ea3026781,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000743,00000743,Q8N3Y7,309,993f1d20ccc85e3285c259ae7e1111bcb278b8d42ce1cb9c3c95003543be6c17,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000744,00000744,P67775,309,369ec29171b6cdc692766d64e716681db8e6f2bb3004c12acc5f79c99bc484a1,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000745,00000745,Q9NXA8,310,96f65a7466cd37cc97196d51aa880850f80de13cbe7a10953a684e80b3c6f875,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000746,00000746,Q9BX67,310,7f9d6fea01217b017a9cafc0524fb7ecf56ae25514696cde2cadafb3aae67c70,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000747,00000747,Q8NGI8,311,e328bb181149dae8a752fba826c8fcd9e1e6e852f913c8eb1700352005359b56,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000748,00000748,Q9P055,311,68de58001059e7119d5ea3bdcaed509fee336887450c872dd9a4ddaed8820576,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000749,00000749,O00764,312,6fad4e956cc75febf127e2928d5feeb27cb236713cbd2355d98510fc96af235b,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000750,00000750,A3KFT3,312,bce873ca2aa546913c83b85977b5a5f0bb6373b652177c8daefc9fbdea098496,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000751,00000751,P22748,312,62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000752,00000752,Q5TBB1,312,e63d53d13d43eefa68075595e65361057aad1d5225da5d6a0fbbb391ba81b1ed,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000753,00000753,Q9Y257,313,f85a36867c0b5653252704404648c27f9639de180f11ba142a4b561bbab0c188,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000754,00000754,Q8NEX9,313,778f19f03c72a93d2415a17116746f313b1c4f8168590075ffa0e90ab3912f47,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000755,00000755,P45381,313,fd33f71103705a115325f7cb2b64210185c27a11a76105a72574043e8786bd15,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000756,00000756,Q8N7C0,313,e23076580d5f40a2a689701c20c477f459c445f4f2fb18fdf0d1cdf5fe6f6631,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000757,00000757,P11309,313,cbbfcc670c8d3cfe5351d9417fad177009931986ab5207bc8bd5898e389de502,5,folded,,0.0,experimentally_curated_short_disorder,True,DP00322,P11309,18,0.05750798722044728,18,1
00000758,00000758,Q7L523,313,b54fa907abb3d37d8f16c468736e0014ba60545efb16ef2dcd95e547ece9bc0c,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000759,00000759,Q9Y6E7,314,236cf7141c9841a95e870c79da10f6152bc44c00ee3be8d650a63df3be2aa75c,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000760,00000760,Q9GZR5,314,1c214a60e47843ae5ba3f88ccd7c2379877aa27afcc0e406cf6a1f55eea6a1a0,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000761,00000761,Q6P2I3,314,9d11320e637b4f9c736c1893a1460b06df2c9fb1703c68b9450ef8aa84f16d44,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000762,00000762,Q9NSU2,314,e54f8296e356537bba31df96c4c474c53a4c22d49f4cd23755da07fd9662c49e,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000763,00000763,Q96GK7,314,e0ad9c3aa33102bad0d009df7a84a4da63e3ccd82a66910b46ac3f327384d28f,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000764,00000764,Q14894,314,c5cb8765e4ef8723e686c4539bf6b839011507d6360506d4071619e87efeaa36,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000765,00000765,A8BB85,316,72c06ac273d521cddbd7338f9a29a1221020595fda6f9fada6527ccede6f5119,5,af2_plddt_fallback,True,1.0,experimentally_curated_contains_idr,True,DP02926,A8BB85,26,0.08227848101265822,26,1
00000766,00000766,Q96NR8,316,18939f3b729ae87cdb61fe5b2f453a759088eed4b5c46b97159977124547ca99,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000767,00000767,Q7Z614,316,034bb414d9489d7c7deec56f57d0a4a9df886f8407c4c9ab384e348e9e3d8a07,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000768,00000768,O60218,316,9ad0ec74b29a1db9a68e350e79fde5ddd9d6d89f9c9a952db9c077626219cb41,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000769,00000769,P46736,316,a3a800b1ceef6ff31b736bbca72e45232c91ccc0dbd2e3e3d5c93bc56ef8d0a1,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000770,00000770,P15121,316,ea6689b6c8edb306fc5da3e16dba9d7362e6e517d15f469c38e5c4fb8858d27f,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000771,00000771,P25963,317,760aff0aa84d0845d164d52e523c931034ddf53fe6d70413bbb18d7f3870d1f0,5,folded,,0.0,experimentally_curated_partially_disordered,True,DP00468,P25963,108,0.34069400630914826,66,2
00000772,00000772,P02649,317,eddd8b84fbb094df0b4067ca1d0b9b137ddaee4f8b3a548fcff5152e92a4dd4b,5,af2_plddt_fallback,True,1.0,experimentally_curated_contains_idr,True,DP04133,P02649,93,0.29337539432176657,59,10
00000773,00000773,P63244,317,0fb9c278b1ae511c34c9c7808619afe5fe75fa69340fbf90bcc27b05d4715686,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000774,00000774,P60891,318,fe0c46e2753277738c6b28315bfef26f7831034405c63c68f94298deae2ed1e5,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000775,00000775,Q8TC12,318,45f6fd6948c012f6d3b29948d7576331e0cbc15c39deedd47860bcd9746697d7,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000776,00000776,Q96EU7,318,650e58374c8ea0ab611d15248fc1c615c142e0061bc0ae127a5e4d4e6e1c091c,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000777,00000777,Q9H8P0,318,830b1b6de5d606f771e6224d1751e845ee34039e614e4406829ea37643ee844a,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000778,00000778,P03886,318,9f85de3a12d2af479c476c7eb342fc91d27a8b19d9233ee36c0279e005e3c384,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000779,00000779,O15162,318,8736abc443cdf3d824b380dd62ee3fb70dd80d10be6132ed7300fef59eaa725a,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000780,00000780,O75208,318,539d71740405f0a59eb0f00d5e5fdf3da70630d5fd680713b695ff416edaf39f,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000781,00000781,P09525,319,5233bbae47ed590f806448dbac29e5e32af2160d765ff7c43af2d159993f6b81,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000782,00000782,Q96HD9,319,5132224fddbe6b2e5c8e76ec37276f97641b2dd2473952301d7143fd1a6e49cd,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000783,00000783,Q9BPW9,319,e30d5d28cd9e249a2fb87d7518bc76092dbac884fe10f5eeee733791ccb11732,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000784,00000784,Q13155,320,3e7505c24a15c6a50c431079fe83a078ba2146030c65dbc7e5741ab7417edd69,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000785,00000785,Q96C36,320,94d11aadeb80d736df907a833dec6665b7c9883cc6be8e6467b46b7ba5382ca2,5,folded,,0.0,experimentally_curated_contains_idr,True,DP04111,Q96C36,27,0.084375,27,1
00000786,00000786,Q96FM1,320,2428230c0f54ddb617ece9e5e75192231cb0bbe0ed0bfeb94f37e4394fdd677b,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000787,00000787,Q9UGF6,321,04dc5c1c3bba7eab948ad5d0b4f93d4dae037d231cb6227e71775b65fc6ef431,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000788,00000788,A8ULG6,322,0624474bc53b7b17e0bc8c33e986449ac1b82e7bd5fac93ec9c1cce6be8c92d6,5,af2_plddt_fallback,True,1.0,experimentally_curated_short_disorder,True,DP03040,A8ULG6,14,0.043478260869565216,14,1
00000789,00000789,P05089,322,057798c1089fc251ff563dc03e5373e0684e90960e1f34c27c071d8afcfbd9b9,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000790,00000790,Q8WXH4,323,ad64d341fbf8deac2d2896f6033cb700a6fe811107b5b19c013da7e892436b0f,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000791,00000791,P82673,323,ddbc618da69eeb8f574c1cb4cd69dbf0cbde601b1f00dd344ff839c16c39ed8e,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000792,00000792,Q9H936,323,24f78a06e6344a08eaef0bc4c59b58676fc14eada00e0600f2dc54040a92af05,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000793,00000793,Q08722,323,caa66c8069880514fd225b7c8673a1f4877dbfc3e15d10e69400cb453a226918,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000794,00000794,O15121,323,567bfeec1f74de3b4a8bc9880cc63b7df95ceda840bccd0b86a7468a219785dc,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000795,00000795,O00628,323,fdb3e6713db7363cc43b0f494261d184ab2bd6d1d5f7672c969ef03db7b05dca,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000796,00000796,Q9Y673,324,ce860bcd02d1aa7d8aa4262a5344161e85237106e918a4e8160ddc0a0409e0b0,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
